Mine_ID,Mine_Name,District,State,Mine_Type,Date,Production_Target_Tonnes,Actual_Production_Tonnes,Equipment_Availability_Pct,Equipment_Downtime_Hours,Rainfall_mm,Blasting_Delay_Days,Working_Days
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2023-09-01,25662.0,18655.0,79.3,63.7,231.7,0,24
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2023-10-01,29736.0,24645.0,86.6,48.7,72.8,0,23
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2023-11-01,31167.0,31229.0,89.6,34.2,22.2,0,25
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2023-12-01,31560.0,27672.0,89.6,33.7,7.1,0,23
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-01-01,31409.0,28935.0,98.6,4.8,9.0,0,25
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-02-01,30719.0,25847.0,86.9,39.4,11.3,0,23
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-03-01,31695.0,27864.0,90.3,31.4,13.2,0,25
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-04-01,31946.0,29406.0,91.1,33.8,16.7,0,24
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-05-01,30505.0,31332.0,86.7,54.5,28.1,0,26
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-06-01,28282.0,23749.0,76.6,84.6,150.6,0,23
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-07-01,25359.0,19931.0,80.1,51.5,228.8,1,25
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-08-01,23790.0,19918.0,77.1,80.6,199.4,0,26
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-09-01,27519.0,19026.0,83.2,38.8,245.3,0,23
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-10-01,27883.0,25102.0,93.4,25.8,85.8,0,25
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-11-01,31521.0,28647.0,85.6,53.3,30.5,0,25
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2024-12-01,30696.0,27331.0,84.5,53.6,11.5,0,24
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-01-01,32543.0,30076.0,90.5,34.4,6.7,0,24
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-02-01,31521.0,21094.0,89.0,29.3,14.8,4,22
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-03-01,32884.0,28229.0,88.8,33.5,15.4,0,24
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-04-01,31792.0,29644.0,84.9,49.5,23.1,0,25
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-05-01,31376.0,27863.0,85.3,37.7,38.6,3,25
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-06-01,29208.0,20094.0,77.1,51.1,158.5,0,22
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-07-01,26584.0,21371.0,78.6,55.4,278.7,1,26
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-08-01,25451.0,20312.0,80.3,49.6,286.1,0,25
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-09-01,29955.0,23443.0,86.7,49.1,169.5,1,24
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-10-01,30345.0,30840.0,84.7,63.0,43.0,0,26
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-11-01,30612.0,29448.0,89.9,37.4,28.6,0,24
MOIL-01,Dongri Buzurg Mine,Bhandara,Maharashtra,Underground,2025-12-01,33018.0,30600.0,81.9,71.5,9.3,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-01-01,22003.0,18718.0,86.8,44.9,7.8,0,23
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-02-01,22340.0,18402.0,87.4,32.1,7.2,0,23
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-03-01,23360.0,22896.0,93.1,22.3,15.9,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-04-01,22903.0,21464.0,88.9,39.1,18.7,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-05-01,23075.0,20156.0,86.6,43.2,42.8,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-06-01,19626.0,15518.0,81.7,53.5,215.8,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-07-01,16949.0,13269.0,79.5,78.6,305.7,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-08-01,17474.0,14116.0,79.1,64.8,223.7,0,26
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-09-01,18874.0,13568.0,80.0,46.0,156.8,3,23
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-10-01,19453.0,17335.0,85.1,51.4,27.6,1,24
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-11-01,21501.0,18295.0,87.2,41.6,18.9,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2022-12-01,22582.0,21516.0,92.1,30.1,8.4,0,26
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-01-01,23051.0,23219.0,91.7,23.7,7.1,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-02-01,22118.0,18588.0,85.0,37.2,12.4,0,23
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-03-01,22771.0,20388.0,86.7,47.3,16.5,0,24
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-04-01,22817.0,18943.0,85.0,42.0,28.1,0,24
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-05-01,22010.0,20237.0,89.4,28.1,21.7,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-06-01,21354.0,13314.0,78.0,64.6,214.2,4,24
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-07-01,18212.0,12745.0,88.0,42.3,314.2,1,24
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-08-01,18811.0,14673.0,81.3,53.9,283.5,0,24
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-09-01,18771.0,15743.0,80.6,74.7,205.5,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-10-01,21482.0,18899.0,87.5,31.7,85.3,0,24
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-11-01,22262.0,18038.0,88.2,32.0,34.4,0,23
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2023-12-01,23335.0,19543.0,89.6,35.0,8.6,0,24
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-01-01,23065.0,21114.0,89.5,34.3,8.3,0,26
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-02-01,23359.0,18672.0,87.3,39.3,12.1,0,22
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-03-01,22227.0,20855.0,92.7,27.3,10.0,0,24
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-04-01,22598.0,19891.0,86.5,49.7,22.6,1,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-05-01,22137.0,18940.0,83.1,52.8,23.7,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-06-01,20878.0,15404.0,87.7,26.2,177.6,0,22
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-07-01,17925.0,13681.0,84.1,57.2,280.0,4,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-08-01,16549.0,14257.0,84.3,50.7,188.0,0,26
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-09-01,20076.0,14438.0,79.6,45.8,123.1,3,23
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-10-01,21650.0,20512.0,87.3,35.5,46.7,0,26
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-11-01,22446.0,19361.0,88.3,34.1,29.4,0,24
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2024-12-01,22341.0,20528.0,83.3,50.2,6.9,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-01-01,23961.0,22959.0,92.1,32.2,3.8,0,26
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-02-01,23764.0,18822.0,93.5,16.8,11.8,3,23
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-03-01,23489.0,21386.0,88.7,37.3,8.9,0,24
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-04-01,22475.0,17863.0,81.5,55.0,22.6,1,23
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-05-01,23699.0,21026.0,82.8,53.1,29.6,0,26
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-06-01,20602.0,16571.0,81.2,55.2,188.3,0,23
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-07-01,19073.0,14098.0,79.6,65.7,292.6,3,26
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-08-01,18507.0,14714.0,75.5,80.0,334.4,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-09-01,20805.0,17225.0,82.9,47.1,229.6,0,25
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-10-01,22849.0,21496.0,83.8,65.4,67.2,0,26
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-11-01,23033.0,18953.0,89.7,23.3,22.1,0,23
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-12-01,23030.0,21684.0,86.4,44.4,13.2,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-01-01,18385.0,14853.0,91.8,31.1,5.3,4,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-02-01,18169.0,14209.0,92.8,26.3,16.2,0,23
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-03-01,16956.0,16346.0,89.2,32.1,13.4,0,26
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-04-01,17641.0,16915.0,96.9,7.6,18.9,0,23
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-05-01,17732.0,17373.0,88.4,31.3,29.4,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-06-01,16182.0,15469.0,84.6,40.8,154.3,0,24
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-07-01,14693.0,12850.0,84.3,61.7,254.6,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-08-01,15369.0,10009.0,85.6,37.9,208.1,3,26
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-09-01,16159.0,14779.0,87.3,34.5,166.8,0,24
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-10-01,17731.0,15760.0,93.2,22.1,76.6,0,24
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-11-01,18103.0,16961.0,91.5,30.4,20.7,0,24
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2022-12-01,18118.0,17392.0,89.1,39.4,6.6,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-01-01,18432.0,16949.0,91.2,25.4,8.4,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-02-01,18564.0,13560.0,88.3,35.5,12.4,1,21
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-03-01,17696.0,17139.0,95.6,18.3,12.9,0,26
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-04-01,19068.0,16936.0,93.4,18.0,23.5,0,24
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-05-01,18845.0,17583.0,86.8,39.0,51.2,0,26
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-06-01,16403.0,13518.0,85.7,47.8,245.0,0,23
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-07-01,13955.0,11643.0,87.9,31.5,367.4,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-08-01,13668.0,12031.0,81.7,46.0,215.7,2,26
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-09-01,17454.0,13538.0,88.1,36.2,227.3,1,24
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-10-01,17462.0,14907.0,87.4,37.3,65.4,1,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-11-01,19338.0,17734.0,91.9,21.6,31.2,2,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2023-12-01,18873.0,19226.0,90.3,36.0,11.6,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-01-01,18163.0,16317.0,88.5,30.4,6.7,0,24
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-02-01,19127.0,16253.0,87.2,47.0,18.4,0,23
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-03-01,17713.0,15084.0,85.0,49.2,14.0,0,23
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-04-01,19682.0,17297.0,89.7,39.1,25.2,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-05-01,18895.0,18084.0,94.1,15.4,47.9,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-06-01,15534.0,11441.0,87.9,30.9,163.3,5,24
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-07-01,13845.0,10478.0,85.8,37.9,247.3,1,24
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-08-01,14787.0,12654.0,82.4,43.3,232.2,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-09-01,16867.0,12181.0,89.9,22.9,207.2,1,22
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-10-01,16705.0,12674.0,90.2,23.2,48.2,5,24
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-11-01,19318.0,16779.0,81.3,64.8,31.2,1,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2024-12-01,18837.0,18308.0,89.4,37.2,8.4,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-01-01,19677.0,19402.0,90.9,22.3,9.9,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-02-01,18673.0,13323.0,90.9,32.0,16.9,5,22
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-03-01,19645.0,17633.0,91.4,24.1,21.1,0,23
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-04-01,18525.0,15487.0,90.4,22.2,26.9,0,24
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-05-01,19967.0,18923.0,83.5,51.4,26.3,1,26
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-06-01,16780.0,13557.0,83.0,44.1,149.3,2,22
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-07-01,15674.0,12823.0,83.9,39.1,327.6,1,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-08-01,14732.0,11235.0,82.0,52.0,295.9,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-09-01,16847.0,14350.0,89.2,29.1,143.0,0,25
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-10-01,18424.0,18304.0,89.9,38.8,49.8,0,26
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-11-01,19701.0,14644.0,91.2,21.4,32.5,2,22
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-12-01,18777.0,17888.0,92.4,23.4,8.3,0,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-01-01,12016.0,10240.0,90.9,33.0,5.6,1,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-02-01,12929.0,9046.0,89.7,37.7,12.8,3,23
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-03-01,11791.0,9819.0,94.9,13.4,17.1,4,26
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-04-01,11440.0,9698.0,90.7,34.0,19.0,0,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-05-01,11643.0,10252.0,95.8,12.7,41.1,2,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-06-01,10779.0,8816.0,88.5,42.9,139.3,2,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-07-01,9855.0,8404.0,84.4,40.6,442.4,0,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-08-01,9855.0,8599.0,86.8,39.7,202.2,2,26
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-09-01,10891.0,7515.0,86.0,50.1,201.9,3,23
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-10-01,11128.0,10355.0,89.5,28.1,74.7,0,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-11-01,12500.0,10657.0,90.6,33.5,23.6,0,23
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2022-12-01,11933.0,10255.0,88.2,30.0,10.2,5,26
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-01-01,12434.0,11117.0,84.1,40.8,8.1,0,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-02-01,12092.0,10649.0,88.3,27.9,16.5,0,23
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-03-01,12420.0,12747.0,90.0,33.8,15.6,0,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-04-01,12126.0,11099.0,93.6,22.0,18.9,0,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-05-01,12234.0,11220.0,91.2,24.2,30.2,1,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-06-01,10757.0,7610.0,82.9,47.9,272.7,0,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-07-01,9216.0,6460.0,81.6,61.9,383.0,3,23
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-08-01,10354.0,8766.0,86.4,34.1,220.6,0,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-09-01,10286.0,8657.0,83.7,41.0,179.1,1,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-10-01,11887.0,11305.0,93.6,18.1,83.8,1,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-11-01,12030.0,10931.0,89.2,37.7,23.0,0,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2023-12-01,12888.0,11034.0,94.4,18.5,12.3,0,23
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-01-01,12306.0,12077.0,84.1,55.9,5.9,0,26
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-02-01,12576.0,11787.0,90.9,32.8,14.4,0,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-03-01,12624.0,10452.0,92.2,25.8,16.8,2,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-04-01,13093.0,11881.0,90.9,29.2,12.5,0,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-05-01,12405.0,11513.0,92.7,19.4,37.9,0,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-06-01,10583.0,7813.0,82.4,59.2,117.0,0,23
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-07-01,10065.0,8750.0,84.0,47.9,330.6,0,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-08-01,9778.0,9344.0,87.4,33.4,211.2,0,26
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-09-01,11263.0,8781.0,90.0,32.0,263.3,0,23
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-10-01,12388.0,10746.0,90.3,30.1,54.4,1,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-11-01,13150.0,10992.0,91.9,29.0,34.5,0,23
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2024-12-01,11783.0,9847.0,93.6,20.5,7.6,2,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-01-01,12299.0,10365.0,89.4,28.6,10.1,0,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-02-01,12555.0,10331.0,95.0,16.7,10.9,2,23
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-03-01,12417.0,11793.0,89.4,29.6,14.6,0,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-04-01,12715.0,11951.0,88.4,29.0,18.6,0,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-05-01,12973.0,12579.0,89.2,38.9,41.4,0,26
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-06-01,10742.0,9039.0,84.5,38.7,156.2,0,23
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-07-01,10542.0,10399.0,84.9,44.0,223.4,0,26
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-08-01,10207.0,8675.0,81.0,59.5,305.1,0,25
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-09-01,10961.0,8611.0,83.6,50.7,274.1,0,24
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-10-01,11807.0,9108.0,93.5,21.8,52.0,4,26
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-11-01,12828.0,10801.0,87.8,35.0,24.6,0,22
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-12-01,12202.0,12404.0,90.3,26.6,8.6,0,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-01-01,14710.0,13637.0,86.4,34.6,9.5,0,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-02-01,14818.0,11216.0,86.0,31.7,13.5,0,21
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-03-01,14964.0,13960.0,87.6,43.9,12.2,0,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-04-01,15444.0,14358.0,86.4,36.2,27.2,2,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-05-01,15814.0,15341.0,85.9,53.2,36.7,0,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-06-01,13190.0,10115.0,86.1,40.8,174.7,3,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-07-01,12182.0,9257.0,79.9,57.2,393.1,0,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-08-01,12236.0,9881.0,79.4,80.1,208.6,2,26
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-09-01,12655.0,9305.0,75.7,81.1,238.9,0,23
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-10-01,13225.0,11740.0,81.9,68.5,95.9,0,25
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-11-01,14804.0,13861.0,86.7,49.4,21.7,0,24
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2022-12-01,14763.0,14292.0,89.7,30.5,11.5,0,26
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2023-01-01,14577.0,14287.0,86.0,44.1,7.6,0,25
