Mine_ID,Mine_Name,District,State,Mine_Type,Date,Actual,Predicted,Error,Abs_Error,Pct_Error,Month
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-11-01,18953.0,19725.0,-772.0,772.0,4.07,11
MOIL-02,Gumgaon Mine,Nagpur,Maharashtra,Underground,2025-12-01,21684.0,20674.0,1010.0,1010.0,4.66,12
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-01-01,19402.0,18564.0,838.0,838.0,4.32,1
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-02-01,13323.0,13930.0,-607.0,607.0,4.56,2
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-03-01,17633.0,16791.0,842.0,842.0,4.77,3
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-04-01,15487.0,16855.0,-1368.0,1368.0,8.84,4
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-05-01,18923.0,18644.0,279.0,279.0,1.47,5
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-06-01,13557.0,12646.0,911.0,911.0,6.72,6
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-07-01,12823.0,12422.0,401.0,401.0,3.13,7
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-08-01,11235.0,12074.0,-839.0,839.0,7.47,8
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-09-01,14350.0,14958.0,-608.0,608.0,4.24,9
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-10-01,18304.0,17716.0,588.0,588.0,3.22,10
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-11-01,14644.0,16003.0,-1359.0,1359.0,9.28,11
MOIL-03,Kandri Mine,Nagpur,Maharashtra,Opencast,2025-12-01,17888.0,17516.0,372.0,372.0,2.08,12
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-01-01,10365.0,11880.0,-1515.0,1515.0,14.62,1
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-02-01,10331.0,10540.0,-209.0,209.0,2.03,2
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-03-01,11793.0,12027.0,-234.0,234.0,1.98,3
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-04-01,11951.0,12398.0,-447.0,447.0,3.74,4
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-05-01,12579.0,13148.0,-569.0,569.0,4.53,5
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-06-01,9039.0,8487.0,552.0,552.0,6.11,6
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-07-01,10399.0,9575.0,824.0,824.0,7.93,7
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-08-01,8675.0,8309.0,366.0,366.0,4.22,8
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-09-01,8611.0,8527.0,84.0,84.0,0.97,9
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-10-01,9108.0,10126.0,-1018.0,1018.0,11.18,10
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-11-01,10801.0,10348.0,453.0,453.0,4.19,11
MOIL-04,Munsar Mine,Nagpur,Maharashtra,Opencast,2025-12-01,12404.0,11381.0,1023.0,1023.0,8.25,12
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-01-01,15011.0,14996.0,15.0,15.0,0.1,1
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-02-01,11750.0,12478.0,-728.0,728.0,6.19,2
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-03-01,14206.0,13821.0,385.0,385.0,2.71,3
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-04-01,15920.0,14752.0,1168.0,1168.0,7.34,4
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-05-01,14110.0,14257.0,-147.0,147.0,1.04,5
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-06-01,10859.0,9569.0,1290.0,1290.0,11.88,6
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-07-01,10642.0,10623.0,19.0,19.0,0.18,7
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-08-01,9486.0,11008.0,-1522.0,1522.0,16.05,8
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-09-01,12481.0,11437.0,1044.0,1044.0,8.37,9
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-10-01,13387.0,13954.0,-567.0,567.0,4.24,10
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-11-01,13500.0,13118.0,382.0,382.0,2.83,11
MOIL-05,Chikla Mine,Bhandara,Maharashtra,Underground,2025-12-01,14596.0,14404.0,192.0,192.0,1.32,12
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-01-01,11570.0,10866.0,704.0,704.0,6.09,1
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-02-01,8612.0,8755.0,-143.0,143.0,1.67,2
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-03-01,8448.0,8904.0,-456.0,456.0,5.39,3
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-04-01,9617.0,9415.0,202.0,202.0,2.1,4
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-05-01,7530.0,8015.0,-485.0,485.0,6.44,5
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-06-01,7170.0,6951.0,219.0,219.0,3.06,6
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-07-01,7110.0,7751.0,-641.0,641.0,9.01,7
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-08-01,6000.0,5775.0,225.0,225.0,3.76,8
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-09-01,7709.0,7214.0,495.0,495.0,6.42,9
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-10-01,9439.0,9197.0,242.0,242.0,2.56,10
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-11-01,8916.0,8470.0,446.0,446.0,5.01,11
MOIL-06,Beldongri Mine,Nagpur,Maharashtra,Underground,2025-12-01,9640.0,9433.0,207.0,207.0,2.15,12
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-01-01,27248.0,26313.0,935.0,935.0,3.43,1
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-02-01,24300.0,26095.0,-1795.0,1795.0,7.39,2
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-03-01,24391.0,25385.0,-994.0,994.0,4.07,3
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-04-01,25392.0,26481.0,-1089.0,1089.0,4.29,4
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-05-01,30698.0,27078.0,3620.0,3620.0,11.79,5
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-06-01,22518.0,23491.0,-973.0,973.0,4.32,6
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-07-01,18894.0,18893.0,1.0,1.0,0.01,7
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-08-01,20088.0,19961.0,127.0,127.0,0.63,8
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-09-01,21677.0,22445.0,-768.0,768.0,3.54,9
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-10-01,25056.0,25384.0,-328.0,328.0,1.31,10
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-11-01,23930.0,26773.0,-2843.0,2843.0,11.88,11
MOIL-07,Balaghat Mine,Balaghat,Madhya Pradesh,Underground,2025-12-01,27258.0,25778.0,1480.0,1480.0,5.43,12
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-01-01,18704.0,19171.0,-467.0,467.0,2.5,1
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-02-01,18931.0,19641.0,-710.0,710.0,3.75,2
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-03-01,19764.0,18798.0,966.0,966.0,4.89,3
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-04-01,18075.0,18204.0,-129.0,129.0,0.71,4
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-05-01,20590.0,19823.0,767.0,767.0,3.73,5
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-06-01,13638.0,15174.0,-1536.0,1536.0,11.27,6
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-07-01,13772.0,13242.0,530.0,530.0,3.85,7
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-08-01,13653.0,12453.0,1200.0,1200.0,8.79,8
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-09-01,14348.0,14363.0,-15.0,15.0,0.1,9
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-10-01,19961.0,19486.0,475.0,475.0,2.38,10
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-11-01,14398.0,18113.0,-3715.0,3715.0,25.81,11
MOIL-08,Tirodi Mine,Balaghat,Madhya Pradesh,Opencast,2025-12-01,20480.0,19700.0,780.0,780.0,3.81,12
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-01-01,8775.0,9457.0,-682.0,682.0,7.77,1
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-02-01,7681.0,7092.0,589.0,589.0,7.67,2
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-03-01,7617.0,8620.0,-1003.0,1003.0,13.16,3
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-04-01,6657.0,7404.0,-747.0,747.0,11.22,4
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-05-01,8690.0,8857.0,-167.0,167.0,1.92,5
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-06-01,6440.0,6074.0,366.0,366.0,5.68,6
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-07-01,5193.0,3483.0,1710.0,1710.0,32.94,7
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-08-01,6156.0,5606.0,550.0,550.0,8.93,8
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-09-01,7004.0,6624.0,380.0,380.0,5.42,9
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-10-01,7588.0,8279.0,-691.0,691.0,9.11,10
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-11-01,6597.0,5854.0,743.0,743.0,11.26,11
MOIL-09,Sitapatore Mine,Jhabua,Madhya Pradesh,Opencast,2025-12-01,8329.0,8678.0,-349.0,349.0,4.18,12
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-01-01,8555.0,9455.0,-900.0,900.0,10.52,1
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-02-01,8507.0,8180.0,327.0,327.0,3.85,2
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-03-01,8443.0,9202.0,-759.0,759.0,8.98,3
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-04-01,9243.0,8974.0,269.0,269.0,2.91,4
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-05-01,9738.0,9454.0,284.0,284.0,2.91,5
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-06-01,7062.0,6495.0,567.0,567.0,8.03,6
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-07-01,6017.0,5688.0,329.0,329.0,5.47,7
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-08-01,5714.0,4912.0,802.0,802.0,14.04,8
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-09-01,6994.0,6622.0,372.0,372.0,5.31,9
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-10-01,7100.0,8126.0,-1026.0,1026.0,14.45,10
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-11-01,8444.0,7891.0,553.0,553.0,6.54,11
MOIL-10,Ukwa Mine,Jhabua,Madhya Pradesh,Opencast,2025-12-01,9315.0,10151.0,-836.0,836.0,8.97,12
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-01-01,11503.0,11632.0,-129.0,129.0,1.12,1
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-02-01,9127.0,10229.0,-1102.0,1102.0,12.07,2
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-03-01,10905.0,10568.0,337.0,337.0,3.09,3
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-04-01,10819.0,10021.0,798.0,798.0,7.38,4
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-05-01,10313.0,9935.0,378.0,378.0,3.67,5
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-06-01,7702.0,7286.0,416.0,416.0,5.41,6
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-07-01,7394.0,7539.0,-145.0,145.0,1.97,7
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-08-01,6715.0,5442.0,1273.0,1273.0,18.96,8
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-09-01,7925.0,7339.0,586.0,586.0,7.39,9
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-10-01,10754.0,10835.0,-81.0,81.0,0.75,10
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-11-01,10435.0,10226.0,209.0,209.0,2.0,11
MOIL-11,Parsioni Mine,Nagpur,Maharashtra,Underground,2025-12-01,11689.0,11270.0,419.0,419.0,3.59,12
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-01-01,14488.0,14765.0,-277.0,277.0,1.91,1
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-02-01,12628.0,13052.0,-424.0,424.0,3.35,2
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-03-01,14089.0,13417.0,672.0,672.0,4.77,3
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-04-01,13781.0,13522.0,259.0,259.0,1.88,4
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-05-01,14108.0,13682.0,426.0,426.0,3.02,5
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-06-01,11939.0,11282.0,657.0,657.0,5.5,6
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-07-01,10257.0,9862.0,395.0,395.0,3.85,7
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-08-01,8192.0,7878.0,314.0,314.0,3.83,8
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-09-01,10039.0,9791.0,248.0,248.0,2.47,9
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-10-01,12336.0,13264.0,-928.0,928.0,7.52,10
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-11-01,12234.0,12517.0,-283.0,283.0,2.31,11
MOIL-12,Mansar Mine,Nagpur,Maharashtra,Opencast,2025-12-01,14522.0,15043.0,-521.0,521.0,3.59,12
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-01-01,9988.0,10367.0,-379.0,379.0,3.8,1
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-02-01,6533.0,5847.0,686.0,686.0,10.5,2
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-03-01,9573.0,8804.0,769.0,769.0,8.03,3
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-04-01,8268.0,8602.0,-334.0,334.0,4.04,4
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-05-01,8839.0,9667.0,-828.0,828.0,9.37,5
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-06-01,7658.0,6897.0,761.0,761.0,9.94,6
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-07-01,6878.0,6686.0,192.0,192.0,2.79,7
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-08-01,5487.0,5025.0,462.0,462.0,8.42,8
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-09-01,6305.0,5982.0,323.0,323.0,5.13,9
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-10-01,7867.0,7962.0,-95.0,95.0,1.2,10
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-11-01,7686.0,7913.0,-227.0,227.0,2.95,11
MOIL-13,Garbham Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-12-01,8860.0,10078.0,-1218.0,1218.0,13.75,12
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-01-01,6531.0,7199.0,-668.0,668.0,10.23,1
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-02-01,5718.0,5717.0,1.0,1.0,0.03,2
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-03-01,7222.0,6921.0,301.0,301.0,4.17,3
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-04-01,7023.0,8032.0,-1009.0,1009.0,14.37,4
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-05-01,6909.0,7965.0,-1056.0,1056.0,15.29,5
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-06-01,5258.0,4973.0,285.0,285.0,5.42,6
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-07-01,4721.0,5408.0,-687.0,687.0,14.55,7
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-08-01,4740.0,4557.0,183.0,183.0,3.86,8
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-09-01,4911.0,4339.0,572.0,572.0,11.64,9
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-10-01,6726.0,7442.0,-716.0,716.0,10.65,10
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-11-01,6201.0,5996.0,205.0,205.0,3.3,11
MOIL-14,Koduru Mine,Vizianagaram,Andhra Pradesh,Opencast,2025-12-01,6348.0,6280.0,68.0,68.0,1.07,12
