Mine ID,Mine Name,District,State,Mine Type,Date / Month,Production Target (Tonnes),Actual Production (Tonnes),Equipment Availability (%),Equipment Downtime (Hours),Rainfall (mm),Blasting Delay (Days),Working Days
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Sep-2024,36500,34930,91.0,52,192.4,0,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Oct-2024,35700,38260,93.7,38,39.5,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Nov-2024,35300,33220,97.6,15,10.4,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Dec-2024,38200,34920,92.9,41,2.7,0,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jan-2025,33700,32000,90.4,60,11.0,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Feb-2025,35100,32610,86.8,76,8.4,1,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Mar-2025,36500,33900,96.2,23,12.6,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Apr-2025,35700,34830,97.6,15,9.7,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,May-2025,36300,36770,94.0,36,15.8,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jun-2025,36800,35610,93.0,42,131.7,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jul-2025,33200,29150,98.5,9,370.0,3,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Aug-2025,37000,32730,89.8,59,253.2,2,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Sep-2025,34700,32490,92.0,46,192.9,0,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Oct-2025,38000,37090,95.5,27,17.9,1,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Nov-2025,34300,31840,92.2,45,10.5,1,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Dec-2025,35500,33830,92.5,45,4.1,1,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jan-2022,12300,11720,98.3,10,9.9,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Feb-2022,11900,11530,92.9,44,12.7,1,26
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Mar-2022,11700,11520,95.7,26,18.6,1,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Apr-2022,12200,12040,94.6,31,7.7,0,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,May-2022,12600,12330,92.8,43,8.4,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jun-2022,12000,11170,91.0,54,132.9,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jul-2022,12300,10890,95.3,27,509.0,4,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Aug-2022,11300,10140,96.0,23,256.0,3,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Sep-2022,11900,11360,96.2,23,189.8,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Oct-2022,12200,11780,95.3,28,48.4,1,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Nov-2022,12000,11590,93.8,37,12.5,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Dec-2022,13000,12530,92.5,45,4.0,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jan-2023,11900,12030,98.1,12,14.9,0,26
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Feb-2023,11600,11680,94.2,35,10.4,1,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Mar-2023,12400,11860,93.2,41,20.5,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Apr-2023,12600,12790,98.3,10,7.1,1,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,May-2023,10800,10360,95.5,28,9.3,1,26
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jun-2023,12000,11700,95.8,26,161.9,0,26
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jul-2023,11300,10490,91.0,56,430.9,2,26
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Aug-2023,12700,11050,90.2,59,406.4,3,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Sep-2023,11500,10860,89.3,67,177.2,0,26
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Oct-2023,12500,11540,97.4,15,19.6,0,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Nov-2023,11800,11390,92.2,47,13.3,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Dec-2023,11200,10830,94.2,36,4.9,0,26
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jan-2024,11900,11720,97.5,15,11.8,1,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Feb-2024,11500,10980,96.3,22,11.3,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Mar-2024,11300,10210,94.8,30,14.3,0,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Apr-2024,11700,11320,95.5,28,8.4,0,26
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,May-2024,11700,10660,85.6,83,8.3,0,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jun-2024,12300,10910,80.4,122,172.5,1,26
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jul-2024,11600,10520,94.8,31,294.1,2,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Aug-2024,12800,11910,94.3,34,482.1,3,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Sep-2024,11800,10420,95.5,27,265.1,3,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Oct-2024,11300,10880,96.7,20,39.9,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Nov-2024,10800,10230,93.8,36,11.7,1,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Dec-2024,12200,12110,94.8,31,3.8,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jan-2025,11700,10410,94.6,34,9.0,0,26
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Feb-2025,12300,11540,95.3,28,5.8,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Mar-2025,11700,11400,91.7,50,17.9,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Apr-2025,12300,11680,94.2,35,7.6,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,May-2025,12200,11890,95.1,28,16.7,0,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jun-2025,12200,11870,93.2,39,143.2,2,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Jul-2025,11900,9850,96.2,23,503.6,4,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Aug-2025,12200,9970,91.5,51,373.4,3,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Sep-2025,12100,10880,96.4,21,217.0,3,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Oct-2025,12100,11490,96.2,23,37.2,0,25
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Nov-2025,12700,12700,95.8,24,11.0,0,24
MOIL_UKW_02,Ukwa Underground Mine,Balaghat,Madhya Pradesh,Underground,Dec-2025,11900,11780,96.3,23,3.8,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jan-2022,23200,23080,98.2,11,15.0,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Feb-2022,20400,19560,93.4,41,13.7,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Mar-2022,21800,20760,89.0,66,15.2,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Apr-2022,23700,21570,89.4,61,10.7,1,24
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,May-2022,24200,23220,96.5,21,13.6,1,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jun-2022,21100,19460,89.8,59,93.8,0,24
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jul-2022,20700,17560,96.6,21,355.2,3,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Aug-2022,21800,17680,84.8,91,463.8,3,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Sep-2022,21300,19610,93.1,40,182.2,0,24
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Oct-2022,22200,21240,96.6,21,33.7,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Nov-2022,23200,22130,98.5,8,3.4,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Dec-2022,20800,21560,97.4,15,4.0,0,24
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jan-2023,21900,20980,96.8,20,12.1,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Feb-2023,21500,21610,97.6,14,11.2,0,24
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Mar-2023,22200,20270,90.1,62,15.9,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Apr-2023,22300,21240,92.6,46,5.5,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,May-2023,23200,21300,92.8,43,6.7,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jun-2023,22200,20680,95.2,29,156.1,1,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jul-2023,21700,17540,83.5,103,507.9,2,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Aug-2023,22000,17560,95.4,29,429.3,5,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Sep-2023,20600,17350,83.2,97,216.2,2,24
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Oct-2023,22200,20920,89.1,63,43.6,1,24
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Nov-2023,22300,21920,96.0,24,4.1,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Dec-2023,21200,21520,97.2,17,3.3,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jan-2024,22100,20250,93.3,40,12.5,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Feb-2024,23000,23530,95.2,29,8.2,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Mar-2024,22400,22580,97.3,16,17.0,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Apr-2024,21900,20330,94.4,32,9.2,0,24
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,May-2024,23100,22970,96.3,23,15.2,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jun-2024,22400,19780,92.8,45,168.3,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jul-2024,22400,18010,88.7,68,359.7,3,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Aug-2024,22100,18500,95.0,31,349.4,3,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Sep-2024,21800,18600,91.8,49,196.4,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Oct-2024,22200,22010,94.8,31,42.8,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Nov-2024,23100,20630,96.5,22,8.3,1,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Dec-2024,21600,20080,90.2,61,6.8,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jan-2025,21100,20120,98.5,9,8.8,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Feb-2025,22900,22720,95.4,29,9.5,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Mar-2025,23000,22700,98.2,11,21.1,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Apr-2025,21400,19830,90.1,57,10.4,0,24
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,May-2025,21400,20360,86.9,82,9.9,0,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jun-2025,21500,19760,92.6,46,144.5,1,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Jul-2025,20500,16880,89.4,61,260.6,2,24
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Aug-2025,21500,18530,93.5,39,417.1,3,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Sep-2025,23200,22120,97.8,14,136.2,1,26
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Oct-2025,22700,22210,91.8,49,39.4,0,25
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Nov-2025,21700,21230,96.5,20,7.9,1,24
MOIL_TIR_03,Tirodi Opencast Mine,Balaghat,Madhya Pradesh,Opencast,Dec-2025,22200,22390,97.8,13,5.1,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jan-2022,8100,7820,93.9,38,10.8,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Feb-2022,7900,7300,92.1,49,10.5,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Mar-2022,7800,7400,94.2,35,15.5,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Apr-2022,8500,8650,96.3,22,7.9,1,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,May-2022,7600,7510,93.3,40,11.5,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jun-2022,7600,6720,90.8,55,194.9,1,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jul-2022,8300,6860,95.5,27,360.4,3,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Aug-2022,8000,6580,92.2,47,505.3,4,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Sep-2022,7700,6710,88.6,71,205.4,2,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Oct-2022,7800,7060,95.0,29,50.8,1,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Nov-2022,7800,7590,95.8,25,12.5,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Dec-2022,7500,7280,92.8,43,6.0,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jan-2023,7900,7270,86.0,84,10.8,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Feb-2023,8100,7730,95.5,26,4.9,0,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Mar-2023,8100,7870,92.2,47,11.0,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Apr-2023,8400,7860,94.8,30,9.8,1,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,May-2023,7800,7770,95.0,31,15.3,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jun-2023,8600,7900,95.3,28,167.9,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jul-2023,7700,6600,91.3,54,329.7,3,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Aug-2023,8000,6480,91.3,54,406.9,2,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Sep-2023,8300,7640,89.7,62,184.7,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Oct-2023,8100,7330,89.5,63,44.2,1,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Nov-2023,7500,7240,93.1,43,8.6,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Dec-2023,7800,7580,93.7,38,5.5,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jan-2024,8100,7990,98.2,11,11.1,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Feb-2024,8400,7930,96.0,24,5.7,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Mar-2024,8400,8220,98.2,11,12.3,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Apr-2024,8300,8100,98.2,11,7.0,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,May-2024,8300,7840,91.0,52,15.7,0,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jun-2024,7900,7110,93.9,38,152.1,2,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jul-2024,8000,7020,93.8,36,281.7,2,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Aug-2024,8300,6100,88.9,64,429.2,3,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Sep-2024,7700,6360,92.0,46,220.6,4,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Oct-2024,8300,8050,94.4,32,39.3,0,24
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Nov-2024,7900,7760,94.9,32,10.2,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Dec-2024,8500,8040,94.3,34,3.6,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jan-2025,8300,8250,94.4,35,11.2,1,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Feb-2025,8400,8260,93.5,39,6.9,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Mar-2025,8000,7490,97.8,14,11.1,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Apr-2025,7800,7570,89.7,62,5.4,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,May-2025,8000,7800,96.2,23,15.4,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jun-2025,8300,6830,87.3,76,257.6,4,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Jul-2025,7900,6730,94.2,36,417.2,3,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Aug-2025,7700,6790,92.8,43,286.0,3,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Sep-2025,7800,7290,94.1,37,114.6,0,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Oct-2025,7800,7750,98.2,11,37.8,0,25
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Nov-2025,7800,7450,94.1,37,10.2,1,26
MOIL_SIT_04,Sitapatore Mine,Balaghat,Madhya Pradesh,Opencast,Dec-2025,7800,8000,97.9,13,4.2,1,26
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jan-2022,33000,31110,92.8,43,6.6,0,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Feb-2022,30900,30230,97.4,15,7.7,1,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Mar-2022,33600,33380,98.0,12,14.1,0,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Apr-2022,31000,28170,89.5,63,16.9,1,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,May-2022,32400,32470,98.1,11,15.6,0,24
