Mine ID,Mine Name,District,State,Mine Type,Date / Month,Production Target (Tonnes),Actual Production (Tonnes),Equipment Availability (%),Equipment Downtime (Hours),Rainfall (mm),Blasting Delay (Days),Working Days
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jun-2022,36200,31624,93.7,38,111.2,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jul-2022,35300,28240,97.0,19,463.8,4,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Aug-2022,35500,28400,93.3,40,220.9,5,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Sep-2022,35800,28640,91.7,52,232.2,3,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Oct-2022,35500,35117,96.0,23,43.5,0,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Nov-2022,36200,38028,97.4,16,10.7,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Dec-2022,34900,37692,98.5,5,7.0,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jan-2023,33000,29310,92.2,45,15.1,0,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Feb-2023,33900,31224,92.6,46,8.7,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Mar-2023,36900,37782,96.0,25,15.7,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Apr-2023,35400,35063,95.2,29,8.5,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,May-2023,35600,33986,94.3,33,11.5,0,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jun-2023,32300,28752,94.4,35,158.9,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jul-2023,34200,27360,93.6,40,340.0,3,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Aug-2023,36100,28880,89.6,65,305.2,3,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Sep-2023,34300,27440,87.2,74,233.9,3,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Oct-2023,33500,34104,97.2,17,39.1,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Nov-2023,34500,32042,92.0,48,11.4,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Dec-2023,35400,37124,97.7,14,6.0,1,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jan-2024,35900,34666,94.7,33,15.7,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Feb-2024,37600,37498,97.5,15,11.2,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Mar-2024,36100,35936,94.0,36,19.8,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Apr-2024,33800,35157,95.3,28,6.4,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,May-2024,38800,41904,97.9,13,12.3,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jun-2024,33500,27680,94.8,30,179.3,2,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jul-2024,34400,27520,90.7,56,453.8,2,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Aug-2024,35200,28160,96.7,20,433.1,5,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Sep-2024,36500,29200,91.0,52,192.4,0,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Oct-2024,35700,32939,93.7,38,39.5,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Nov-2024,35300,37543,97.6,15,10.4,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Dec-2024,38200,34550,92.9,41,2.7,0,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jan-2025,33700,28568,90.4,60,11.0,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Feb-2025,35100,28080,86.8,76,8.4,1,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Mar-2025,36500,36236,96.2,23,12.6,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Apr-2025,35700,38272,97.6,15,9.7,0,26
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,May-2025,36300,33950,94.0,36,15.8,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jun-2025,36800,32314,93.0,42,131.7,0,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Jul-2025,33200,26560,98.5,9,370.0,3,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Aug-2025,37000,29600,89.8,59,253.2,2,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Sep-2025,34700,27760,92.0,46,192.9,0,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Oct-2025,38000,36915,95.5,27,17.9,1,25
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Nov-2025,34300,30623,92.2,45,10.5,1,24
MOIL_BAL_01,Balaghat Underground Mine,Balaghat,Madhya Pradesh,Underground,Dec-2025,35500,31147,92.5,45,4.1,1,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jan-2022,7200,7465,95.5,27,7.1,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Feb-2022,6800,6363,93.1,43,5.4,1,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Mar-2022,7100,7436,96.6,21,12.2,0,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Apr-2022,7200,7328,95.5,28,15.6,0,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,May-2022,7100,7631,97.0,19,17.1,0,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jun-2022,6600,6495,95.7,26,100.5,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jul-2022,6800,5542,97.2,16,274.6,2,24
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Aug-2022,6800,5440,95.3,27,378.3,2,24
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Sep-2022,7000,5720,93.5,39,154.7,1,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Oct-2022,6700,7110,95.2,29,39.4,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Nov-2022,6300,6039,92.9,44,21.9,1,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Dec-2022,6500,6804,96.5,22,3.5,0,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jan-2023,6600,7128,96.2,24,9.9,0,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Feb-2023,6900,7254,97.6,14,5.3,0,24
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Mar-2023,7200,7217,97.5,15,13.7,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Apr-2023,6800,6821,96.2,23,13.3,1,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,May-2023,7100,7160,96.2,22,23.5,0,24
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jun-2023,7100,7154,97.0,19,197.7,0,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jul-2023,7200,5760,90.0,60,385.5,2,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Aug-2023,6800,5440,94.3,33,374.3,2,24
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Sep-2023,6800,7344,98.5,8,74.9,0,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Oct-2023,6900,6777,96.0,24,64.6,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Nov-2023,6700,6563,94.5,33,17.9,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Dec-2023,7500,7930,96.0,25,3.1,0,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jan-2024,6700,7236,97.5,15,7.2,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Feb-2024,7100,7368,97.6,15,5.9,1,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Mar-2024,7000,6139,90.6,54,10.2,0,24
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Apr-2024,7000,6953,94.9,32,13.5,0,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,May-2024,7300,6734,92.5,47,14.0,1,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jun-2024,7400,6970,97.4,16,127.4,1,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jul-2024,6600,5280,95.2,30,394.4,2,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Aug-2024,6700,5360,92.5,43,305.7,2,24
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Sep-2024,6900,5520,89.1,68,189.8,2,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Oct-2024,7500,7182,93.5,39,46.6,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Nov-2024,6900,7437,95.7,26,19.6,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Dec-2024,7100,7668,98.2,11,6.0,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jan-2025,6700,6972,97.1,18,10.5,1,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Feb-2025,7400,6752,92.5,45,4.7,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Mar-2025,7100,5680,85.4,84,7.2,1,24
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Apr-2025,7200,5760,87.2,74,13.3,0,24
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,May-2025,7200,7412,97.1,18,9.4,0,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jun-2025,7500,6202,92.2,47,113.0,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Jul-2025,7100,5686,97.5,15,230.6,3,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Aug-2025,6200,4960,97.4,16,266.9,4,26
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Sep-2025,6400,5466,93.0,42,178.1,0,25
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Oct-2025,6800,5937,94.8,30,52.0,1,24
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Nov-2025,6800,6634,94.4,32,17.3,0,24
MOIL_BEL_10,Beldongri Mine,Nagpur,Maharashtra,Underground,Dec-2025,6400,6237,94.0,36,5.5,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jan-2022,18100,14480,88.7,68,9.2,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Feb-2022,17700,14443,88.5,69,6.4,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Mar-2022,17600,19008,98.5,9,11.9,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Apr-2022,18400,19872,97.5,15,10.4,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,May-2022,15900,14755,92.8,45,17.3,0,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jun-2022,18600,14880,94.4,32,228.7,2,24
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jul-2022,17400,14006,95.4,29,261.6,2,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Aug-2022,16300,13040,92.0,48,378.5,3,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Sep-2022,18500,15636,94.9,32,174.1,1,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Oct-2022,18600,17524,94.6,34,34.3,1,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Nov-2022,17400,17374,96.2,23,13.8,1,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Dec-2022,17300,16491,94.0,36,5.1,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jan-2023,17900,18577,97.7,14,6.3,1,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Feb-2023,16300,15814,93.3,40,3.7,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Mar-2023,17500,18375,96.6,21,9.9,0,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Apr-2023,18100,17286,94.2,35,16.9,1,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,May-2023,18200,18781,95.3,28,17.9,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jun-2023,18200,14790,95.5,27,142.1,2,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jul-2023,16700,13360,93.2,41,357.1,4,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Aug-2023,18000,14400,92.8,43,376.1,3,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Sep-2023,17800,15501,96.0,25,190.5,1,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Oct-2023,19500,18450,94.8,30,36.7,0,24
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Nov-2023,18800,19795,97.6,15,20.4,0,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Dec-2023,18400,16914,94.7,32,5.4,1,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jan-2024,19300,19848,96.0,25,8.7,0,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Feb-2024,18900,19462,97.2,17,5.0,1,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Mar-2024,17600,17829,96.5,20,9.0,0,24
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Apr-2024,18700,18416,94.0,36,10.7,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,May-2024,18900,19345,96.0,24,13.0,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jun-2024,18100,14683,96.8,19,259.8,3,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jul-2024,18500,14800,97.2,17,396.7,3,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Aug-2024,17900,14320,90.5,57,234.5,3,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Sep-2024,17900,16440,95.2,30,129.9,0,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Oct-2024,18500,18614,97.3,17,57.7,0,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Nov-2024,18200,19168,97.3,17,12.6,0,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Dec-2024,18600,20088,97.3,16,3.0,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jan-2025,18300,17276,92.8,45,9.8,0,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Feb-2025,18100,18672,97.2,17,6.5,1,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Mar-2025,18500,19980,98.5,9,16.7,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Apr-2025,17900,14580,89.7,62,14.9,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,May-2025,17300,16587,95.7,26,18.1,1,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jun-2025,18000,14721,96.0,24,249.2,3,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Jul-2025,17800,14311,93.0,42,164.2,0,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Aug-2025,17800,14240,93.3,40,251.7,2,25
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Sep-2025,17400,16346,96.8,20,161.7,1,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Oct-2025,19400,20952,96.8,20,49.2,0,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Nov-2025,18600,17491,92.6,46,20.7,1,26
MOIL_CHK_06,Chikla Mine,Bhandara,Maharashtra,Underground,Dec-2025,17700,14171,89.2,62,5.2,0,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jan-2022,33000,31221,92.8,43,6.6,0,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Feb-2022,30900,30315,97.4,15,7.7,1,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Mar-2022,33600,35789,98.0,12,14.1,0,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Apr-2022,31000,24800,89.5,63,16.9,1,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,May-2022,32400,33460,98.1,11,15.6,0,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jun-2022,31300,28060,95.5,28,130.6,1,26
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Jul-2022,31200,24960,88.7,65,399.6,3,24
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Aug-2022,33600,26880,85.8,85,216.3,2,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Sep-2022,30700,27692,96.0,24,196.8,1,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Oct-2022,33400,34038,97.3,16,57.6,2,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Nov-2022,32100,32675,96.8,19,19.6,0,25
MOIL_DON_05,Dongri Buzurg Mine,Bhandara,Maharashtra,Opencast,Dec-2022,32900,33577,97.0,19,6.2,1,26
