Mine_ID,Mine_Name,District,State,Mine_Type,Date,Production_Target_Tonnes,Actual_Production_Tonnes,Equipment_Availability_Pct,Equipment_Downtime_Hours,Rainfall_mm,Blasting_Delay_Days,Working_Days,Month,Quarter,Production_Lag_1,Equip_Avail_Lag_1,Downtime_Lag_1,Production_Rolling_3,Equip_Avail_Rolling_3,Downtime_Per_Working_Day,Effective_Capacity
MOIL-02,5,Nagpur,2,1,2023-09-01,18771.0,15743.0,80.6,74.7,205.5,0,25,9,3,14673.0,81.3,53.9,13577.333333333334,82.43333333333332,2.99,20.15
MOIL-02,5,Nagpur,2,1,2023-10-01,21482.0,18899.0,87.5,31.7,85.3,0,24,10,4,15743.0,80.6,74.7,14387.0,83.3,1.32,21.0
MOIL-02,5,Nagpur,2,1,2023-11-01,22262.0,18038.0,88.2,32.0,34.4,0,23,11,4,18899.0,87.5,31.7,16438.333333333332,83.13333333333333,1.39,20.29
MOIL-02,5,Nagpur,2,1,2023-12-01,23335.0,19543.0,89.6,35.0,8.6,0,24,12,4,18038.0,88.2,32.0,17560.0,85.43333333333334,1.46,21.5
MOIL-02,5,Nagpur,2,1,2024-01-01,23065.0,21114.0,89.5,34.3,8.3,0,26,1,1,19543.0,89.6,35.0,18826.666666666668,88.43333333333334,1.32,23.27
MOIL-02,5,Nagpur,2,1,2024-02-01,23359.0,18672.0,87.3,39.3,12.1,0,22,2,1,21114.0,89.5,34.3,19565.0,89.10000000000001,1.79,19.21
MOIL-02,5,Nagpur,2,1,2024-03-01,22227.0,20855.0,92.7,27.3,10.0,0,24,3,1,18672.0,87.3,39.3,19776.333333333332,88.8,1.14,22.25
MOIL-02,5,Nagpur,2,1,2024-04-01,22598.0,19891.0,86.5,49.7,22.6,1,25,4,2,20855.0,92.7,27.3,20213.666666666668,89.83333333333333,1.99,21.62
MOIL-02,5,Nagpur,2,1,2024-05-01,22137.0,18940.0,83.1,52.8,23.7,0,25,5,2,19891.0,86.5,49.7,19806.0,88.83333333333333,2.11,20.78
MOIL-02,5,Nagpur,2,1,2024-06-01,20878.0,15404.0,87.7,26.2,177.6,0,22,6,2,18940.0,83.1,52.8,19895.333333333332,87.43333333333334,1.19,19.29
MOIL-02,5,Nagpur,2,1,2024-07-01,17925.0,13681.0,84.1,57.2,280.0,4,25,7,3,15404.0,87.7,26.2,18078.333333333332,85.76666666666667,2.29,21.02
MOIL-02,5,Nagpur,2,1,2024-08-01,16549.0,14257.0,84.3,50.7,188.0,0,26,8,3,13681.0,84.1,57.2,16008.333333333334,84.96666666666667,1.95,21.92
MOIL-02,5,Nagpur,2,1,2024-09-01,20076.0,14438.0,79.6,45.8,123.1,3,23,9,3,14257.0,84.3,50.7,14447.333333333334,85.36666666666667,1.99,18.31
MOIL-02,5,Nagpur,2,1,2024-10-01,21650.0,20512.0,87.3,35.5,46.7,0,26,10,4,14438.0,79.6,45.8,14125.333333333334,82.66666666666667,1.37,22.7
MOIL-02,5,Nagpur,2,1,2024-11-01,22446.0,19361.0,88.3,34.1,29.4,0,24,11,4,20512.0,87.3,35.5,16402.333333333332,83.73333333333333,1.42,21.19
MOIL-02,5,Nagpur,2,1,2024-12-01,22341.0,20528.0,83.3,50.2,6.9,0,25,12,4,19361.0,88.3,34.1,18103.666666666668,85.06666666666666,2.01,20.82
MOIL-02,5,Nagpur,2,1,2025-01-01,23961.0,22959.0,92.1,32.2,3.8,0,26,1,1,20528.0,83.3,50.2,20133.666666666668,86.3,1.24,23.95
MOIL-02,5,Nagpur,2,1,2025-02-01,23764.0,18822.0,93.5,16.8,11.8,3,23,2,1,22959.0,92.1,32.2,20949.333333333332,87.89999999999999,0.73,21.5
MOIL-02,5,Nagpur,2,1,2025-03-01,23489.0,21386.0,88.7,37.3,8.9,0,24,3,1,18822.0,93.5,16.8,20769.666666666668,89.63333333333333,1.55,21.29
MOIL-02,5,Nagpur,2,1,2025-04-01,22475.0,17863.0,81.5,55.0,22.6,1,23,4,2,21386.0,88.7,37.3,21055.666666666668,91.43333333333334,2.39,18.74
MOIL-02,5,Nagpur,2,1,2025-05-01,23699.0,21026.0,82.8,53.1,29.6,0,26,5,2,17863.0,81.5,55.0,19357.0,87.89999999999999,2.04,21.53
MOIL-02,5,Nagpur,2,1,2025-06-01,20602.0,16571.0,81.2,55.2,188.3,0,23,6,2,21026.0,82.8,53.1,20091.666666666668,84.33333333333333,2.4,18.68
MOIL-02,5,Nagpur,2,1,2025-07-01,19073.0,14098.0,79.6,65.7,292.6,3,26,7,3,16571.0,81.2,55.2,18486.666666666668,81.83333333333333,2.53,20.7
MOIL-02,5,Nagpur,2,1,2025-08-01,18507.0,14714.0,75.5,80.0,334.4,0,25,8,3,14098.0,79.6,65.7,17231.666666666668,81.2,3.2,18.88
MOIL-02,5,Nagpur,2,1,2025-09-01,20805.0,17225.0,82.9,47.1,229.6,0,25,9,3,14714.0,75.5,80.0,15127.666666666666,78.76666666666667,1.88,20.72
MOIL-02,5,Nagpur,2,1,2025-10-01,22849.0,21496.0,83.8,65.4,67.2,0,26,10,4,17225.0,82.9,47.1,15345.666666666666,79.33333333333333,2.52,21.79
MOIL-02,5,Nagpur,2,1,2025-11-01,23033.0,18953.0,89.7,23.3,22.1,0,23,11,4,21496.0,83.8,65.4,17811.666666666668,80.73333333333333,1.01,20.63
MOIL-02,5,Nagpur,2,1,2025-12-01,23030.0,21684.0,86.4,44.4,13.2,0,25,12,4,18953.0,89.7,23.3,19224.666666666668,85.46666666666665,1.78,21.6
MOIL-03,6,Nagpur,2,0,2022-01-01,18385.0,14853.0,91.8,31.1,5.3,4,25,1,1,15054.914285714285,88.71428571428571,34.05428571428572,15035.914285714285,88.93428571428572,1.24,22.95
MOIL-03,6,Nagpur,2,0,2022-02-01,18169.0,14209.0,92.8,26.3,16.2,0,23,2,1,14853.0,91.8,31.1,14853.0,91.8,1.14,21.34
MOIL-03,6,Nagpur,2,0,2022-03-01,16956.0,16346.0,89.2,32.1,13.4,0,26,3,1,14209.0,92.8,26.3,14531.0,92.3,1.23,23.19
MOIL-03,6,Nagpur,2,0,2022-04-01,17641.0,16915.0,96.9,7.6,18.9,0,23,4,2,16346.0,89.2,32.1,15136.0,91.26666666666667,0.33,22.29
MOIL-03,6,Nagpur,2,0,2022-05-01,17732.0,17373.0,88.4,31.3,29.4,0,25,5,2,16915.0,96.9,7.6,15823.333333333334,92.96666666666665,1.25,22.1
MOIL-03,6,Nagpur,2,0,2022-06-01,16182.0,15469.0,84.6,40.8,154.3,0,24,6,2,17373.0,88.4,31.3,16878.0,91.5,1.7,20.3
MOIL-03,6,Nagpur,2,0,2022-07-01,14693.0,12850.0,84.3,61.7,254.6,0,25,7,3,15469.0,84.6,40.8,16585.666666666668,89.96666666666668,2.47,21.08
MOIL-03,6,Nagpur,2,0,2022-08-01,15369.0,10009.0,85.6,37.9,208.1,3,26,8,3,12850.0,84.3,61.7,15230.666666666666,85.76666666666665,1.46,22.26
MOIL-03,6,Nagpur,2,0,2022-09-01,16159.0,14779.0,87.3,34.5,166.8,0,24,9,3,10009.0,85.6,37.9,12776.0,84.83333333333333,1.44,20.95
MOIL-03,6,Nagpur,2,0,2022-10-01,17731.0,15760.0,93.2,22.1,76.6,0,24,10,4,14779.0,87.3,34.5,12546.0,85.73333333333333,0.92,22.37
MOIL-03,6,Nagpur,2,0,2022-11-01,18103.0,16961.0,91.5,30.4,20.7,0,24,11,4,15760.0,93.2,22.1,13516.0,88.7,1.27,21.96
MOIL-03,6,Nagpur,2,0,2022-12-01,18118.0,17392.0,89.1,39.4,6.6,0,25,12,4,16961.0,91.5,30.4,15833.333333333334,90.66666666666667,1.58,22.28
MOIL-03,6,Nagpur,2,0,2023-01-01,18432.0,16949.0,91.2,25.4,8.4,0,25,1,1,17392.0,89.1,39.4,16704.333333333332,91.26666666666665,1.02,22.8
MOIL-03,6,Nagpur,2,0,2023-02-01,18564.0,13560.0,88.3,35.5,12.4,1,21,2,1,16949.0,91.2,25.4,17100.666666666668,90.60000000000001,1.69,18.54
MOIL-03,6,Nagpur,2,0,2023-03-01,17696.0,17139.0,95.6,18.3,12.9,0,26,3,1,13560.0,88.3,35.5,15967.0,89.53333333333335,0.7,24.86
MOIL-03,6,Nagpur,2,0,2023-04-01,19068.0,16936.0,93.4,18.0,23.5,0,24,4,2,17139.0,95.6,18.3,15882.666666666666,91.7,0.75,22.42
MOIL-03,6,Nagpur,2,0,2023-05-01,18845.0,17583.0,86.8,39.0,51.2,0,26,5,2,16936.0,93.4,18.0,15878.333333333334,92.43333333333334,1.5,22.57
MOIL-03,6,Nagpur,2,0,2023-06-01,16403.0,13518.0,85.7,47.8,245.0,0,23,6,2,17583.0,86.8,39.0,17219.333333333332,91.93333333333334,2.08,19.71
MOIL-03,6,Nagpur,2,0,2023-07-01,13955.0,11643.0,87.9,31.5,367.4,0,25,7,3,13518.0,85.7,47.8,16012.333333333334,88.63333333333333,1.26,21.98
MOIL-03,6,Nagpur,2,0,2023-08-01,13668.0,12031.0,81.7,46.0,215.7,2,26,8,3,11643.0,87.9,31.5,14248.0,86.8,1.77,21.24
MOIL-03,6,Nagpur,2,0,2023-09-01,17454.0,13538.0,88.1,36.2,227.3,1,24,9,3,12031.0,81.7,46.0,12397.333333333334,85.10000000000001,1.51,21.14
MOIL-03,6,Nagpur,2,0,2023-10-01,17462.0,14907.0,87.4,37.3,65.4,1,25,10,4,13538.0,88.1,36.2,12404.0,85.89999999999999,1.49,21.85
MOIL-03,6,Nagpur,2,0,2023-11-01,19338.0,17734.0,91.9,21.6,31.2,2,25,11,4,14907.0,87.4,37.3,13492.0,85.73333333333333,0.86,22.98
MOIL-03,6,Nagpur,2,0,2023-12-01,18873.0,19226.0,90.3,36.0,11.6,0,25,12,4,17734.0,91.9,21.6,15393.0,89.13333333333334,1.44,22.58
MOIL-03,6,Nagpur,2,0,2024-01-01,18163.0,16317.0,88.5,30.4,6.7,0,24,1,1,19226.0,90.3,36.0,17289.0,89.86666666666667,1.27,21.24
MOIL-03,6,Nagpur,2,0,2024-02-01,19127.0,16253.0,87.2,47.0,18.4,0,23,2,1,16317.0,88.5,30.4,17759.0,90.23333333333335,2.04,20.06
MOIL-03,6,Nagpur,2,0,2024-03-01,17713.0,15084.0,85.0,49.2,14.0,0,23,3,1,16253.0,87.2,47.0,17265.333333333332,88.66666666666667,2.14,19.55
MOIL-03,6,Nagpur,2,0,2024-04-01,19682.0,17297.0,89.7,39.1,25.2,0,25,4,2,15084.0,85.0,49.2,15884.666666666666,86.89999999999999,1.56,22.42
MOIL-03,6,Nagpur,2,0,2024-05-01,18895.0,18084.0,94.1,15.4,47.9,0,25,5,2,17297.0,89.7,39.1,16211.333333333334,87.3,0.62,23.52
MOIL-03,6,Nagpur,2,0,2024-06-01,15534.0,11441.0,87.9,30.9,163.3,5,24,6,2,18084.0,94.1,15.4,16821.666666666668,89.60000000000001,1.29,21.1
MOIL-03,6,Nagpur,2,0,2024-07-01,13845.0,10478.0,85.8,37.9,247.3,1,24,7,3,11441.0,87.9,30.9,15607.333333333334,90.56666666666668,1.58,20.59
MOIL-03,6,Nagpur,2,0,2024-08-01,14787.0,12654.0,82.4,43.3,232.2,0,25,8,3,10478.0,85.8,37.9,13334.333333333334,89.26666666666667,1.73,20.6
MOIL-03,6,Nagpur,2,0,2024-09-01,16867.0,12181.0,89.9,22.9,207.2,1,22,9,3,12654.0,82.4,43.3,11524.333333333334,85.36666666666667,1.04,19.78
MOIL-03,6,Nagpur,2,0,2024-10-01,16705.0,12674.0,90.2,23.2,48.2,5,24,10,4,12181.0,89.9,22.9,11771.0,86.03333333333335,0.97,21.65
MOIL-03,6,Nagpur,2,0,2024-11-01,19318.0,16779.0,81.3,64.8,31.2,1,25,11,4,12674.0,90.2,23.2,12503.0,87.5,2.59,20.32
MOIL-03,6,Nagpur,2,0,2024-12-01,18837.0,18308.0,89.4,37.2,8.4,0,25,12,4,16779.0,81.3,64.8,13878.0,87.13333333333334,1.49,22.35
MOIL-03,6,Nagpur,2,0,2025-01-01,19677.0,19402.0,90.9,22.3,9.9,0,25,1,1,18308.0,89.4,37.2,15920.333333333334,86.96666666666665,0.89,22.72
MOIL-03,6,Nagpur,2,0,2025-02-01,18673.0,13323.0,90.9,32.0,16.9,5,22,2,1,19402.0,90.9,22.3,18163.0,87.2,1.45,20.0
MOIL-03,6,Nagpur,2,0,2025-03-01,19645.0,17633.0,91.4,24.1,21.1,0,23,3,1,13323.0,90.9,32.0,17011.0,90.39999999999999,1.05,21.02
MOIL-03,6,Nagpur,2,0,2025-04-01,18525.0,15487.0,90.4,22.2,26.9,0,24,4,2,17633.0,91.4,24.1,16786.0,91.06666666666668,0.92,21.7
MOIL-03,6,Nagpur,2,0,2025-05-01,19967.0,18923.0,83.5,51.4,26.3,1,26,5,2,15487.0,90.4,22.2,15481.0,90.89999999999999,1.98,21.71
MOIL-03,6,Nagpur,2,0,2025-06-01,16780.0,13557.0,83.0,44.1,149.3,2,22,6,2,18923.0,83.5,51.4,17347.666666666668,88.43333333333334,2.0,18.26
MOIL-03,6,Nagpur,2,0,2025-07-01,15674.0,12823.0,83.9,39.1,327.6,1,25,7,3,13557.0,83.0,44.1,15989.0,85.63333333333333,1.56,20.98
MOIL-03,6,Nagpur,2,0,2025-08-01,14732.0,11235.0,82.0,52.0,295.9,0,25,8,3,12823.0,83.9,39.1,15101.0,83.46666666666668,2.08,20.5
MOIL-03,6,Nagpur,2,0,2025-09-01,16847.0,14350.0,89.2,29.1,143.0,0,25,9,3,11235.0,82.0,52.0,12538.333333333334,82.96666666666668,1.16,22.3
MOIL-03,6,Nagpur,2,0,2025-10-01,18424.0,18304.0,89.9,38.8,49.8,0,26,10,4,14350.0,89.2,29.1,12802.666666666666,85.03333333333335,1.49,23.37
MOIL-03,6,Nagpur,2,0,2025-11-01,19701.0,14644.0,91.2,21.4,32.5,2,22,11,4,18304.0,89.9,38.8,14629.666666666666,87.03333333333335,0.97,20.06
MOIL-03,6,Nagpur,2,0,2025-12-01,18777.0,17888.0,92.4,23.4,8.3,0,25,12,4,14644.0,91.2,21.4,15766.0,90.10000000000001,0.94,23.1
MOIL-04,9,Nagpur,2,0,2022-01-01,12016.0,10240.0,90.9,33.0,5.6,1,24,1,1,9982.485714285714,88.90857142857143,34.23714285714286,9957.657142857142,88.88952380952381,1.38,21.82
MOIL-04,9,Nagpur,2,0,2022-02-01,12929.0,9046.0,89.7,37.7,12.8,3,23,2,1,10240.0,90.9,33.0,10240.0,90.9,1.64,20.63
MOIL-04,9,Nagpur,2,0,2022-03-01,11791.0,9819.0,94.9,13.4,17.1,4,26,3,1,9046.0,89.7,37.7,9643.0,90.30000000000001,0.52,24.67
MOIL-04,9,Nagpur,2,0,2022-04-01,11440.0,9698.0,90.7,34.0,19.0,0,24,4,2,9819.0,94.9,13.4,9701.666666666666,91.83333333333333,1.42,21.77
